,時間,ID,カテゴリー,件,掲載名,フリガナ,電話番号,FAX番号,住所,アクセス,駐車場,現金以外の支払い方法,ホームページ,E-mailアドレス,業種,営業時間,休業日,予約
32,2018-10-22 13:56:17.449305,139773302115460360,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社アデア住宅販売,カブシキガイシャアデアジュウタクハンバイ,042-569-8885※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-569-8886,（〒207-0016）東京都東大和市仲原３丁目１９－５地図,車西武多摩湖線・武蔵大和駅から7分西武拝島線・東大和市駅から7分ルート案内,有,－,アデア住宅販売のHPはこちらhttp://www.ajh.co.jp/アデア住宅販売へのお問合せはこちらからhttps://www.ajh.co.jp/contact/,－,住宅販売、中古住宅売買、土地売買、不動産取引、マンション分譲,,水曜日、第1・第3火曜日,－
33,2018-10-22 13:56:17.911415,139773302115460360,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社アデア住宅販売,カブシキガイシャアデアジュウタクハンバイ,042-569-8885※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-569-8886,（〒207-0016）東京都東大和市仲原３丁目１９－５地図,車西武多摩湖線・武蔵大和駅から7分西武拝島線・東大和市駅から7分ルート案内,有,－,アデア住宅販売のHPはこちらhttp://www.ajh.co.jp/アデア住宅販売へのお問合せはこちらからhttps://www.ajh.co.jp/contact/,－,住宅販売、中古住宅売買、土地売買、不動産取引、マンション分譲,,水曜日、第1・第3火曜日,－
34,2018-10-22 13:56:18.365274,137711306114740700,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,三井のリハウス白金高輪センター,ミツイノリハウスシロカネタカナワセンター,0120-04603103-5424-4131※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5424-4132,（〒108-0072）東京都港区白金１丁目１７－３地図,鉄道東京メトロ南北線・白金高輪駅・4番出口徒歩1分都営三田線・白金高輪駅・4番出口徒歩1分その他ＮＢＦプラチナタワー1Ｆルート案内,有共用地下駐車場をご利用下さい。チケットをお渡し致します。,お取り扱いしておりません,▼詳しくはホームページをご覧下さい。http://www.rehouse.co.jp/shirokanetakanawa/,▼メールでのお問い合わせはこちらからshirokanetakanawa@rehouse.co.jp,不動産取引,10:00～18:00,火曜日、水曜日,－
35,2018-10-22 13:56:18.831711,135072725173641930,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社トータルズ総合サービス,カブシキガイシャトータルズソウゴウサービス,0120-04910203-3377-7447※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3377-7446,（〒151-0072）東京都渋谷区幡ヶ谷３丁目３７－１１地図,その他京王線笹塚駅から甲州街道を新宿方面へ　中野通りを左折　信号１つめを超えて２軒目右側です。中野通りと水道道路の交差点にある笹塚出張所斜め向かいルート案内,無,－,詳細はホームページをご覧下さい！http://www.the102.jp,info@the102.jp,インテリア用品店、エクステリア工事、ガラス工事、給排水設備工事、空調設備工事、建築工事、建築設計、左官業、産業廃棄物収集運搬業、室内装飾工事、大工工事、代行サービス、建具工事、電気工事、塗装工事、内装工事、ビルクリーニング、ビルメンテナンス、不動産取引、防水工事、床工事、リフォーム、冷暖房設備工事,月～金　電話受付09:00～18:00（それ以外は留守番電話かメール、FAXにてお問い合わせ下さい。）,－,－
36,2018-10-22 13:56:19.280650,138599635100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,中央ビルサービス株式会社,チユウオウビルサービスカブシキガイシャ,03-3844-57510120-892941※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3843-2343,（〒111-0041）東京都台東区元浅草４丁目８－９地図,鉄道ＪＲ線・上野駅浅草口徒歩１２分地下鉄銀座線・稲荷町駅徒歩５分ルート案内,－,－,詳しくは当社ホームページへhttp://www.chuo-bs.co.jp/動画Ｐｌｕｓ！をご覧くださいhttp://douga-plus.itp.ne.jp/embed/4lA5XqNg85zY,質問等はメールでお気軽に！bm-tokyo@chuo-bs.co.jp,エアコンクリーニング、カーペットクリーニング、外壁クリーニング、ガラスふきサービス、警備、警備保障、浄化槽清掃、消毒業、清掃業、清掃用機械器具・用品、鳥獣害防止、鳥獣害防止器具販売、貯水槽清掃業、排水管つまり清掃、ハウスクリーニング、ビル管理、ビルクリーニング、ビルメンテナンス、フローリング工事、マンション管理、マンション管理士、床工事、床磨きサービス、リフォーム、レンタルマット,09:00～17:00,日曜日,－
37,2018-10-22 13:56:19.900918,132612716171171620,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,オレンジルーム文京店,オレンジルームブンキョウテン,03-5844-10800120-974002※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5844-1081,（〒112-0002）東京都文京区小石川１丁目１４－３地図,鉄道都営三田線・大江戸線・春日駅A5出口より 徒歩3分東京メトロ丸ノ内線・南北線・後楽園駅8出口より 徒歩4分その他THE TOWER KOISHIKAWA 1Fルート案内,－,－,http://www.orangeroom.jp/,info@orangeroom.jp,不動産管理、不動産コンサルタント、不動産取引、マンション賃貸業、マンション分譲,10:00～19:00,なし,－
38,2018-10-22 13:56:20.365880,139933533175871180,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,三井のリハウス仙川センター,ミツイノリハウスセンガワセンター,0120-13387903-5315-3131※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3300-1366,（〒182-0002）東京都調布市仙川町３丁目９－７地図,鉄道京王線・仙川駅徒歩1分その他エテルノ上原２Ｆ（ファミリーマート上）ルート案内,有近隣にコインパーキング有り　(こちらでお支払します）,－,▼詳しくはこちらをご覧ください。http://www.rehouse.co.jp/sengawa/,▼メールのお問い合せはこちらへsengawa@rehouse.co.jp,住宅販売、建物売買、中古住宅売買、土地売買、不動産取引、マンション分譲,,毎週火曜日・水曜日,－
39,2018-10-22 13:56:20.828176,131815100171640490,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,ジェイ・エフ・シー株式会社,ジェイエフシーカブシキガイシャ,0120-28853203-3355-2003※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3355-3556,（〒160-0022）東京都新宿区新宿５丁目１１－４地図,鉄道都営新宿線/東京メトロ丸ノ内線・新宿三丁目駅C7番出口より 徒歩1分JR線・新宿駅東口出口より 徒歩10分西武新宿線・西武新宿駅中央口出口より 徒歩10分その他靖国通り沿い、パークシティ伊勢丹そば姫路ビル６階ルート案内,近隣にコインパーキングあり。,－,詳しくはホームページを御覧ください。http://www.e-jfc.com/スマートフォンはこちらhttp://www.e-jfc.net/,－,貸金業（事業者向）、貸金業（消費者向）、不動産取引,平日（月曜～金曜）09:00～19:00,土曜日、日曜日、祝日,－
40,2018-10-22 13:56:21.341073,133752750196480670,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,東建コーポレーション株式会社町田支店,トウケンコーポレーションカブシキガイシャマチダシテン,042-732-5100※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-732-7200,（〒194-0021）東京都町田市中町２丁目５－２地図,鉄道町田駅徒歩11分ルート案内,無,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求など799@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、建設業、不動産管理、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業、リフォーム,10:00～18:30,水曜日（祝日は営業）,－
41,2018-10-22 13:56:21.804366,132140846127470350,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社富士建建設部,カブシキガイシャフジケンケンセツブ,03-3910-3208※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒170-0004）東京都豊島区北大塚２丁目２７－３地図,鉄道ＪＲ山手線・大塚駅・北出口　徒歩2分ルート案内,お近くのコインパーキングをご利用ください,お取り扱いしておりません,http://www.e-fujiken.com/,－,雨どい工事、網戸取扱業、衛生設備工事、衛生設備・陶器、エクステリア工事、温水器、介護リフォーム、外壁工事、壁紙工事、壁紙・ふすま紙、かわら屋根工事、給排水設備工事、金属板屋根工事、建設業、建築工事、建築塗装、建築板金業、室内装飾工事、ソーラーシステム・太陽光発電、ソーラーシステム販売、大工工事、耐震工事、太陽光発電機販売、タイル工事、畳店、建売業、断熱工事、電気温水器販売、塗装、塗装工事、内装工事、ハウスクリーニング、吹付工事、ふすま紙販売、フロアコーティング、フローリング工事、風呂釜・浴槽、防音工事、防水工事、木造建築工事、屋根工事、床工事、浴槽販売、リノベーション、リフォーム,08:00～18:00,日曜日、祝日,－
